"id"	"dataset"	"tissue"	"marker"	"manual_anno"	"manual_broadtype"	"old_manual_CLname"	"old_manual_CLID"	"marker_0"	"celltype_0_anno"	"celltype_0_CLID"	"celltype_0_CLname"	"marker_0.2"	"celltype_0.2_anno"	"celltype_0.2_CLID"	"celltype_0.2_CLname"	"marker_0.4"	"celltype_0.4_anno"	"celltype_0.4_CLID"	"celltype_0.4_CLname"	"marker_0.6"	"celltype_0.6_anno"	"celltype_0.6_CLID"	"celltype_0.6_CLname"	"marker_0.8"	"celltype_0.8_anno"	"celltype_0.8_CLID"	"celltype_0.8_CLname"	"celltype_0.2_broadtype"	"celltype_0.2_score"	"celltype_0.4_broadtype"	"celltype_0.4_score"	"celltype_0.6_broadtype"	"celltype_0.6_score"	"celltype_0.8_broadtype"	"celltype_0.8_score"	"celltype_0_broadtype"	"celltype_0_score"
537	"HCA"	"Skin"	"DMKN, ANK3, EEF2K, ROBO1, RAPGEFL1, TRIM29, POU2F3, DSP, NBEAL2, KLK11"	"Epithelial cell (suprabasal keratinocyte)"	"epithelial cell"	"keratinocyte"	"CL:0000312"	" EEF2K,DMKN, DSP, TRIM29, RAPGEFL1, NBEAL2, KLK11, ROBO1, POU2F3, ANK3"	"Keratinocyte"	"CL:0000312"	"keratinocyte"	" ROBO1, ANK3, DSP, POU2F3, RAPGEFL1, KLK11, NBEAL2,DMKN"	"Keratinocyte"	"CL:0000312"	"keratinocyte"	" RAPGEFL1, DSP, ANK3,DMKN, EEF2K, POU2F3"	"Keratinocyte"	"CL:0000312"	"keratinocyte"	" TRIM29, ROBO1, EEF2K, DSP"	"Keratinocyte"	"CL:0000312"	"keratinocyte"	" TRIM29, KLK11"	"Keratinocyte"	"CL:0000312"	"keratinocyte"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1
538	"HCA"	"Skin"	"LAMA2, PTPRG, NEGR1, BICC1, RORA, SNED1, ARHGAP10, PLEKHH2, PID1, GLUL"	"Fibroblast"	"stromal cell"	"fibroblast"	"CL:0000057"	" PID1, ARHGAP10, BICC1,LAMA2, SNED1, NEGR1, GLUL, PLEKHH2, RORA, PTPRG"	"Fibroblast"	"CL:0000057"	"fibroblast"	" RORA, PLEKHH2, PTPRG, PID1, NEGR1, GLUL, SNED1, ARHGAP10"	"Fibroblast"	"CL:0000057"	"fibroblast"	"LAMA2, SNED1, ARHGAP10, PTPRG, BICC1, RORA"	"Fibroblast"	"CL:0000057"	"fibroblast"	"LAMA2, GLUL, PID1, BICC1"	"Fibroblast"	"CL:0000057"	"fibroblast"	" RORA, PLEKHH2"	"Keratinocyte"	"CL:0000312"	"keratinocyte"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"epithelial cell"	0	"stromal cell"	1
539	"HCA"	"Skin"	"CELF2, DPYD, ELMO1, RBPJ, SMAP2, PLXDC2, IL1R2, HLA-DRB1, CD163, ZEB2"	"Immune (DC/macrophage)"	"immune cell"	"dendritic cell,macrophage"	"CL:0000451,CL:0000235 "	" SMAP2, PLXDC2,CELF2, ELMO1, DPYD, HLA-DRB1, IL1R2, RBPJ, ZEB2, CD163"	"Macrophage"	"CL:0000235"	"macrophage"	" ZEB2, ELMO1, IL1R2, SMAP2, PLXDC2, DPYD, RBPJ, HLA-DRB1"	"Macrophage"	"CL:0000235"	"macrophage"	" DPYD,CELF2, ZEB2, IL1R2, ELMO1, CD163"	"Macrophage"	"CL:0000235"	"macrophage"	"CELF2, IL1R2, CD163, ZEB2"	"Macrophage"	"CL:0000235"	"macrophage"	" IL1R2,CELF2"	"Immune cell"	"CL:0000738"	"leukocyte"	"Myeloid cell"	1	"Myeloid cell"	1	"Myeloid cell"	1	"immune cell"	1	"Myeloid cell"	1
540	"HCA"	"Skin"	"ALOX5, DOCK4, ELMO1, CDH20, ANKRD44, HLA-DRB1, ABCC4, ADAM28, FCGBP, SLC18A2"	"Immune (Langerhans)"	"immune cell"	"Langerhans cell"	"CL:0000453"	" ELMO1, HLA-DRB1, ABCC4, FCGBP, ADAM28, ANKRD44, CDH20, DOCK4, SLC18A2,ALOX5"	"Macrophage"	"CL:0000235"	"macrophage"	" ADAM28,ALOX5, FCGBP, ABCC4, CDH20, ELMO1, ANKRD44, HLA-DRB1"	"Macrophage"	"CL:0000235"	"macrophage"	" DOCK4,ALOX5, ELMO1, ADAM28, ANKRD44, FCGBP"	"Macrophage"	"CL:0000235"	"macrophage"	" SLC18A2, ABCC4, HLA-DRB1, ADAM28"	"Langerhans cell"	"CL:0000453"	"Langerhans cell"	" ABCC4, ADAM28"	"Immune cell"	"CL:0000738"	"leukocyte"	"Myeloid cell"	0	"Myeloid cell"	0	"myeloid cell"	1	"immune cell"	1	"Myeloid cell"	0
541	"HCA"	"Skin"	"CELF2, PARP8, FAM129A, ANKRD44, ARHGAP15, PTPRC, FYN, SYTL3, CAMK4, RNF19A"	"Immune (T cell)"	"immune cell"	"T cell"	"CL:0000084"	" CAMK4, FYN, RNF19A, PARP8, SYTL3, ARHGAP15, ANKRD44,CELF2, PTPRC, FAM129A"	"T cell"	"CL:0000084"	"T cell"	" CAMK4,CELF2, SYTL3, PARP8, ANKRD44, RNF19A, PTPRC, ARHGAP15"	"T cell"	"CL:0000084"	"T cell"	" PARP8, ARHGAP15, PTPRC, RNF19A, FYN, FAM129A"	"T cell"	"CL:0000084"	"T cell"	" SYTL3, FAM129A,CELF2, FYN"	"T cell"	"CL:0000084"	"T cell"	" FYN,CELF2"	"T cell"	"CL:0000084"	"T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1
542	"HCA"	"Skin"	"TPSB2, TPSAB1, CELF2, ZBTB20, RNF130, SYTL3, DIP2C, SLC38A11, TPSD1, ANKRD44"	"Immune (mast cell)"	"immune cell"	"mast cell"	"CL:0000097"	" TPSD1, ANKRD44,TPSB2, RNF130, SYTL3, SLC38A11, DIP2C, TPSAB1, ZBTB20, CELF2"	"Mast cell"	"CL:0000097"	"mast cell"	"TPSB2, ZBTB20, ANKRD44, SLC38A11, DIP2C, RNF130, TPSD1, TPSAB1"	"Mast cell"	"CL:0000097"	"mast cell"	" SYTL3, TPSD1, DIP2C, TPSAB1, RNF130, ZBTB20"	"Mast cell"	"CL:0000097"	"mast cell"	"TPSB2, TPSAB1, TPSD1, SLC38A11"	"Mast cell"	"CL:0000097"	"mast cell"	" SLC38A11, TPSD1"	"Mast cell"	"CL:0000097"	"mast cell"	"mast cell"	1	"mast cell"	1	"mast cell"	1	"mast cell"	1	"mast cell"	1
543	"HCA"	"Skin"	"FMN1, OCA2, PTPRM, DCT, PLEKHA5, TYR, EGLN3, INPP4B, MYO10, TRPM1"	"Melanocyte"	"melanocyte"	"melanocyte"	"CL:0000148"	" INPP4B, MYO10, OCA2, PTPRM, EGLN3, TRPM1,FMN1, PLEKHA5, DCT, TYR"	"Melanocyte"	"CL:0000148"	"melanocyte"	" TRPM1, PLEKHA5, PTPRM, EGLN3, DCT, INPP4B, MYO10, OCA2"	"Melanocyte"	"CL:0000148"	"melanocyte"	" INPP4B, PLEKHA5, EGLN3, TYR, MYO10, OCA2"	"Melanocyte"	"CL:0000148"	"melanocyte"	"FMN1, PTPRM, TRPM1, DCT"	"Melanocyte"	"CL:0000148"	"melanocyte"	" MYO10, OCA2"	"Melanocyte"	"CL:0000148"	"melanocyte"	"melanocyte"	1	"melanocyte"	1	"melanocyte"	1	"melanocyte"	1	"melanocyte"	1
544	"HCA"	"Skin"	"SLC12A2, STK39, ESRRG, ERBB4, TRPS1, PDE4D, MAGI1, CPEB3, DCD, TFCP2L1"	"Sweat gland cell"	"epithelial cell"	"epithelial cell of sweat gland"	"CL:1000448"	" ERBB4, MAGI1, TFCP2L1, CPEB3, TRPS1, DCD, STK39, ESRRG,SLC12A2, PDE4D"	"Eccrine gland cell"	"CL:0002142"	"dark cell of eccrine sweat gland"	" MAGI1, ESRRG, TRPS1, TFCP2L1, DCD, ERBB4, PDE4D, STK39"	"Eccrine gland cell"	"CL:0002142"	"dark cell of eccrine sweat gland"	" CPEB3, DCD, ESRRG, TRPS1, TFCP2L1, MAGI1"	"Eccrine gland cell"	"CL:0002142"	"dark cell of eccrine sweat gland"	" TRPS1, DCD, TFCP2L1, PDE4D"	"Eccrine gland cell"	"CL:0002142"	"dark cell of eccrine sweat gland"	" ERBB4, TRPS1"	"Epithelial cell"	"CL:0000066"	"epithelial cell"	NA	1	NA	1	NA	1	"epithelial cell"	0.5	NA	1
545	"HCA"	"Skin"	"RALGAPA2, MCTP1, SNTG2, PECAM1, MECOM, TCF4, SPARCL1, EMCN, NEDD9, PTPRM"	"Endothelial cell (vascular)"	"endothelial cell"	"endothelial cell of vascular tree"	"CL:0002139"	" PECAM1, MCTP1,RALGAPA2, MECOM, PTPRM, SPARCL1, EMCN, NEDD9, SNTG2, TCF4"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	" EMCN, MECOM,RALGAPA2, NEDD9, TCF4, MCTP1, SPARCL1, SNTG2"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	"RALGAPA2, TCF4, MECOM, SNTG2, MCTP1, EMCN"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	" EMCN, MECOM, TCF4, SNTG2"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	" EMCN, MCTP1"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1
546	"HCA"	"Skin"	"LPP, CALD1, EBF1, PTPRG, ACTA2, RBPMS, CPM, PRKG1, RBMS3, RERG"	"Pericyte/SMC"	"stromal cell"	"pericyte,smooth muscle cell"	"CL:0000669,CL:0000192 "	" PRKG1, RBPMS,LPP, ACTA2, RERG, EBF1, CPM, PTPRG, CALD1, RBMS3"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	" PRKG1, RBPMS, CPM, EBF1, RBMS3, RERG, PTPRG, ACTA2"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"LPP, EBF1, CALD1, RBPMS, PTPRG, RERG"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"LPP, EBF1, CPM, PTPRG"	"Fibroblast"	"CL:0000057"	"fibroblast"	" EBF1,LPP"	"Fibroblast"	"CL:0000057"	"fibroblast"	"stromal cell"	0.5	"stromal cell"	0.5	"stromal cell"	0.5	"stromal cell"	0.5	"stromal cell"	0.5
547	"HCA"	"Skin"	"ACSBG1, RBM47, TXNIP, ZNF385D, HLCS, ACSL1, CLMP, KRT79, PM20D1, ALCAM"	"Sebaceous gland cell"	"epithelial cell"	"sebaceous gland cell"	"CL:2000021"	" PM20D1, CLMP, ZNF385D, KRT79, TXNIP,ACSBG1, ACSL1, RBM47, HLCS, ALCAM"	"Sebaceous gland cell"	"CL:2000021"	"sebaceous gland cell"	" TXNIP, CLMP, HLCS, PM20D1, KRT79,ACSBG1, ZNF385D, ACSL1"	"Sebocyte"	"CL:0000317"	"sebocyte"	" KRT79, TXNIP, RBM47, ALCAM,ACSBG1, ZNF385D"	"Hair follicle cell"	"CL:0002559"	"hair follicle cell"	" ACSL1, HLCS, TXNIP, RBM47"	"Macrophage"	"CL:0000235"	"macrophage"	" TXNIP,ACSBG1"	"unknown"	"CL:0000747"	"cyanophore"	"epithelial cell"	0.5	"epithelial cell"	0.5	"Myeloid cell"	0	"unknown"	0	"epithelial cell"	1
548	"literature"	"Breast"	"EBF1, G0S2, PLIN1, PLIN2, LPIN1, FOXO1, PPARG, ACSL1, ADIPOQ, GHR"	"Adipocyte"	"stromal cell"	"fat cell"	"CL:0000136"	" LPIN1,EBF1, FOXO1, PLIN1, PPARG, GHR, PLIN2, G0S2, ADIPOQ, ACSL1"	"Adipocyte"	"CL:0000136"	"adipocyte"	" LPIN1, PLIN1, PPARG, ACSL1, ADIPOQ, PLIN2, G0S2,EBF1"	"Adipocyte"	"CL:0000136"	"adipocyte"	" PPARG, G0S2, GHR, ADIPOQ, PLIN1,EBF1"	"Adipocyte"	"CL:0000136"	"adipocyte"	" LPIN1, PLIN2, ADIPOQ, PPARG"	"adipocyte"	"CL:0000136"	"adipocyte"	" PPARG, GHR"	"Adipocyte"	"CL:0000136"	"adipocyte"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1
549	"literature"	"Breast"	"CR2, CD24, FAS, CXCR3, CD1c"	"B cell_memory"	"B cell"	"memory B cell"	"CL:0000787"	" CXCR3, CD24, CD1c, FAS,CR2"	"B cell"	"CL:0000236"	"B cell"	"CR2, CD1c, CD24, CXCR3"	"Dendritic cell"	"CL:0000451"	"dendritic cell"	" FAS, CD1c, CD24"	"Dendritic cell"	"CL:0000451"	"dendritic cell"	" CD1c, CD24"	"dendritic cell"	"CL:0000451"	"dendritic cell"	" FAS"	"Epithelial cell"	"CL:0000066"	"epithelial cell"	"myeloid cell"	0	"myeloid cell"	0	"myeloid cell"	0	"epithelial cell"	0	"B cell"	1
550	"literature"	"Breast"	"FN1, S100A4, FGF7, COL6A1, COL1A1, COL3A1, COL5A1, NEGR1, CCN2, FN1, DCN, SLIT2, COL6A6, HGF, COL18A1, IL6, IL33, IGFBP3, IGFBP5, COL1A2, DDR2, COL5A2, COL6A2, COL6A3, FBLN1, COL4A1, FBN1, VIM"	"Fibroblast"	"stromal cell"	"fibroblast"	"CL:0000057"	" DCN, COL18A1,FN1, COL4A1, SLIT2, S100A4, COL1A2, COL5A2, COL6A2, IGFBP5, HGF, FBN1, COL6A3, FBLN1, VIM, IL33, COL6A6, FGF7, DDR2, COL5A1, IGFBP3, COL1A1, NEGR1, CCN2, COL3A1, IL6, FN1, COL6A1"	"Fibroblast"	"CL:0000057"	"fibroblast"	" NEGR1,FN1, DCN, COL5A2, DDR2, FN1, COL6A1, FGF7, IL6, FBLN1, VIM, CCN2, IGFBP3, SLIT2, COL1A2, COL6A2, COL6A6, HGF, COL5A1, COL18A1, S100A4, FBN1"	"Fibroblast"	"CL:0000057"	"fibroblast"	" COL18A1, FBLN1, COL6A6, S100A4, IL33, NEGR1, FBN1, IGFBP3, HGF, COL3A1, SLIT2, COL1A2, DCN, VIM, IGFBP5, FN1, COL6A1"	"Fibroblast"	"CL:0000057"	"fibroblast"	" COL6A2, NEGR1, COL1A2, COL1A1, IL33, IL6, FN1, DCN, FGF7, COL5A1, COL3A1"	"fibroblast"	"CL:0000057"	"fibroblast"	" FGF7, FN1, COL18A1, CCN2, IGFBP3, FBLN1"	"Fibroblast"	"CL:0000057"	"fibroblast"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1
551	"literature"	"Breast"	"HES2, TFCP2L1, KLF5, SOX10, ELF5, SOX9, AFF3, KRT8, EPCAM, KIT, KRT18, ESR1, PGR, KRT7, PRLR, KRT19, MUC1"	"Luminal Epithelial"	"epithelial cell"	NA	NA	" PRLR, PGR, KRT7, TFCP2L1, SOX10, MUC1,HES2, SOX9, AFF3, EPCAM, ELF5, ESR1, KRT19, KRT8, KIT, KLF5, KRT18"	"Luminal epithelial cell"	"CL:4030041"	"luminal endometrial multiciliated epithelial cell"	" KRT7, KRT18, KRT19,HES2, KIT, PRLR, ELF5, ESR1, EPCAM, SOX9, AFF3, SOX10, PGR, MUC1"	"Luminal epithelial cell"	"CL:4030041"	"luminal endometrial multiciliated epithelial cell"	" MUC1, SOX9, KRT19,HES2, ESR1, KRT8, KLF5, ELF5, TFCP2L1, SOX10"	"Luminal epithelial cell"	"CL:4030041"	"luminal endometrial multiciliated epithelial cell"	" SOX9, PRLR,HES2, KRT8, KRT18, SOX10, ELF5"	"luminal epithelial cell"	"CL:4030041"	"luminal endometrial multiciliated epithelial cell"	" KRT8,HES2, SOX10"	"Luminal epithelial cell"	"CL:4030041"	"luminal endometrial multiciliated epithelial cell"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1
552	"literature"	"Breast"	"LYVE1, MMRN1, FLT4, RELN, CCL21, PROX1, LYVE1"	"Lymphatic Endothelial"	"endothelial cell"	"endothelial cell of lymphatic vessel"	"CL:0002138"	" CCL21, FLT4, MMRN1, PROX1, LYVE1,LYVE1, RELN"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	" CCL21, FLT4, PROX1, RELN, LYVE1,LYVE1"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	"LYVE1, CCL21, PROX1, RELN"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	" RELN,LYVE1, CCL21"	"lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	" PROX1"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1
553	"literature"	"Breast"	"MS4A4A, RBPJ, MS4A6A, MRC1, C1QA, MR1, LYVE1, CSF1R, PTPRC, SLC11A1, LYZ, CD74, CD36, MERTK, MSR1, CPM, MS4A6A, CD163, CD68"	"Macrophage"	"Myeloid cell"	"macrophage"	"CL:0000235"	" RBPJ, C1QA, MERTK, MR1, CD68, CD163, LYZ, CSF1R, SLC11A1, PTPRC, MS4A6A,MS4A4A, CD36, LYVE1, CD74, MS4A6A, MSR1, MRC1, CPM"	"Macrophage"	"CL:0000235"	"macrophage"	" CD163, CSF1R, CD74, PTPRC, SLC11A1, CPM, MS4A6A, MR1,MS4A4A, MSR1, RBPJ, MERTK, MRC1, C1QA, LYVE1"	"Macrophage"	"CL:0000235"	"macrophage"	" SLC11A1, CPM, CD74,MS4A4A, MRC1, MSR1, MS4A6A, LYVE1, CD68, PTPRC, MS4A6A"	"Macrophage"	"CL:0000235"	"macrophage"	" C1QA, LYZ, CD36, LYVE1, CD163, MRC1, MSR1, CPM"	"macrophage"	"CL:0000235"	"macrophage"	" CD163, SLC11A1, CSF1R, CD74"	"Macrophage"	"CL:0000235"	"macrophage"	"Myeloid cell"	1	"Myeloid cell"	1	"Myeloid cell"	1	"Myeloid cell"	1	"Myeloid cell"	1
554	"literature"	"Breast"	"TPSAB1, FCER1A, TPSB2, KIT, CD69, HDC"	"Mast Cell"	"mast cell"	"mast cell"	"CL:0000097"	" KIT, TPSB2,TPSAB1, CD69, FCER1A, HDC"	"Mast cell"	"CL:0000097"	"mast cell"	" CD69, HDC, FCER1A, KIT, TPSB2"	"Mast cell"	"CL:0000097"	"mast cell"	" HDC, TPSB2, KIT, CD69"	"Mast cell"	"CL:0000097"	"mast cell"	" KIT, HDC"	"mast cell"	"CL:0000097"	"mast cell"	" TPSB2"	"Mast cell"	"CL:0000097"	"mast cell"	"mast cell"	1	"mast cell"	1	"mast cell"	1	"mast cell"	1	"mast cell"	1
555	"literature"	"Breast"	"ACTA2, KRT14, KRT17, KRT5, MME, TP63, CALD1, MYH11"	"Myoepithelial (Basal)"	"epithelial cell"	"myoepithelial cell"	"CL:0000185"	" KRT14, MYH11, CALD1, MME,ACTA2, KRT5, KRT17, TP63"	"Myoepithelial cell"	"CL:0000185"	"myoepithelial cell"	" KRT5, KRT14, MYH11,ACTA2, KRT17, MME"	"Myoepithelial cell"	"CL:0000185"	"myoepithelial cell"	" TP63, KRT17,ACTA2, KRT14, MYH11"	"Myoepithelial cell"	"CL:0000185"	"myoepithelial cell"	" KRT5, KRT17, CALD1"	"myoepithelial cell"	"CL:0000185"	"myoepithelial cell"	" CALD1, KRT14"	"Myoepithelial cell"	"CL:0000185"	"myoepithelial cell"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1
556	"literature"	"Breast"	"ACTA2, MYO1B, ACTA2, ANPEP, DES, MCAM, PDGFRB, CSPG4"	"Pericyte"	"stromal cell"	"pericyte"	"CL:0000669"	"ACTA2, MCAM, ANPEP, PDGFRB, ACTA2, DES, CSPG4, MYO1B"	"Pericyte"	"CL:0000669"	"pericyte"	" CSPG4, ACTA2, ANPEP, PDGFRB, MCAM,ACTA2"	"Pericyte"	"CL:0000669"	"pericyte"	" MYO1B, MCAM, PDGFRB, ANPEP,ACTA2"	"Pericyte"	"CL:0000669"	"pericyte"	"ACTA2, DES, MYO1B"	"smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	" ACTA2, CSPG4"	"Pericyte"	"CL:0000669"	"pericyte"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	0.5	"stromal cell"	1	"stromal cell"	1
557	"literature"	"Breast"	"CALD1, ACTA2, TAGLN, MYH11, MYOCD, SMTN, VCL, CNN1, ACTG2, MYL9, PALLD, GUCY1A3, GUCY1B3, ACTN1, DES"	"Smooth Muscle"	"muscle cell"	"smooth muscle cell"	"CL:0000192"	" MYOCD, ACTG2, GUCY1B3, ACTA2, CNN1, GUCY1A3, MYL9, PALLD,CALD1, VCL, TAGLN, SMTN, ACTN1, DES, MYH11"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	" TAGLN, DES, ACTA2, ACTG2, MYL9, SMTN, PALLD, GUCY1A3, MYH11, GUCY1B3, CNN1, VCL"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	" MYOCD, GUCY1A3,CALD1, CNN1, ACTA2, ACTG2, DES, TAGLN, SMTN"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	" DES,CALD1, TAGLN, ACTG2, MYH11, GUCY1B3"	"smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	" VCL, PALLD, GUCY1A3"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1
558	"literature"	"Breast"	"CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1"	"T cell"	"t/nk cell"	"T cell"	"CL:0000084"	"CD96, SKAP1, TRBC1, CD3G, PTPRC, CD3E, CD69, THEMIS, NKG7, CD3D, TRAC, CD247, IL7R"	"T cell"	"CL:0000084"	"T cell"	" IL7R,CD96, TRAC, CD3D, SKAP1, PTPRC, CD247, TRBC1, CD3G, CD69"	"T cell"	"CL:0000084"	"T cell"	" TRAC, NKG7, CD3D,CD96, CD69, IL7R, CD3E, TRBC1"	"T cell"	"CL:0000084"	"T cell"	" CD3G, CD3E,CD96, PTPRC, IL7R"	"T cell"	"CL:0000084"	"T cell"	" CD3G,CD96, TRAC"	"T cell"	"CL:0000084"	"T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1
559	"literature"	"Breast"	"LDB2, EGFL7, PECAM1, CDH5, VWF, PECAM1, RAMP3, CD300LG, BACE2, EPHB4, NOSTRIN, LDB2, PTPRB, CLDN5"	"Vascular Endothelial"	"endothelial cell"	"endothelial cell of vascular tree"	"CL:0002139"	" NOSTRIN, BACE2, PECAM1, RAMP3, CLDN5, LDB2, PECAM1, VWF, PTPRB, CD300LG, EPHB4, CDH5,LDB2, EGFL7"	"Vascular endothelial cell"	"CL:0002139"	"endothelial cell of vascular tree"	" RAMP3, PECAM1, CLDN5,LDB2, CD300LG, EPHB4, EGFL7, PTPRB, CDH5, LDB2, BACE2"	"Vascular endothelial cell"	"CL:0002139"	"endothelial cell of vascular tree"	" PECAM1, CD300LG, PECAM1,LDB2, BACE2, EGFL7, NOSTRIN, RAMP3"	"Vascular endothelial cell"	"CL:0002139"	"endothelial cell of vascular tree"	" RAMP3, LDB2, PECAM1, VWF, BACE2, PECAM1"	"vascular endothelial cell"	"CL:0002139"	"endothelial cell of vascular tree"	" VWF, EGFL7, EPHB4"	"Vascular endothelial cell"	"CL:0002139"	"endothelial cell of vascular tree"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1
560	"literature"	"Esophagus"	"ADIPOQ, EBF1, PLIN1, PLIN2, LPIN1, FOXO1, PPARG"	"Adipocyte"	"stromal cell"	"fat cell"	"CL:0000136"	" LPIN1,ADIPOQ, PPARG, PLIN2, EBF1, PLIN1, FOXO1"	"Adipocyte"	"CL:0000136"	"adipocyte"	"ADIPOQ, FOXO1, LPIN1, PLIN1, PLIN2, PPARG"	"Adipocyte"	"CL:0000136"	"adipocyte"	" LPIN1, PPARG, FOXO1,ADIPOQ"	"Adipocyte"	"CL:0000136"	"adipocyte"	" LPIN1, PLIN2, PLIN1"	"Adipocyte"	"CL:0000136"	"adipocyte"	" PPARG"	"Adipocyte"	"CL:0000136"	"adipocyte"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1
561	"literature"	"Esophagus"	"CR2, CD24, FAS, CXCR3, CD1c"	"B cell_memory"	"B cell"	"memory B cell"	"CL:0000787"	" FAS, CD1c, CD24, CXCR3,CR2"	"Dendritic cell"	"CL:0000451"	"dendritic cell"	" CXCR3, CD24, FAS, CD1c"	"Dendritic cell"	"CL:0000451"	"dendritic cell"	" CXCR3, CD1c, FAS"	"Dendritic cell"	"CL:0000451"	"dendritic cell"	" CD24, FAS"	"Epithelial cell"	"CL:0000066"	"epithelial cell"	"CR2"	"B cell"	"CL:0000236"	"B cell"	"myeloid cell"	0	"myeloid cell"	0	"epithelial cell"	0	"B cell"	1	"myeloid cell"	0
562	"literature"	"Esophagus"	"TP63, KRT15, KRT14, KRT5, DSG3, FOXP1, S100A2, TP53, LAMA3"	"Basal Epithelia"	"epithelial cell"	"basal cell"	"CL:0000646"	" KRT14,TP63, KRT15, KRT5, S100A2, TP53, DSG3, LAMA3, FOXP1"	"Basal epithelial cell"	"CL:0002236"	"basal epithelial cell of prostatic duct"	" LAMA3, FOXP1, KRT14, DSG3,TP63, KRT15, S100A2"	"Basal epithelial cell"	"CL:0002236"	"basal epithelial cell of prostatic duct"	"TP63, KRT5, KRT14, S100A2, DSG3"	"Basal epithelial cell"	"CL:0002236"	"basal epithelial cell of prostatic duct"	" KRT5, KRT14, LAMA3, S100A2"	"Basal epithelial cell"	"CL:0002236"	"basal epithelial cell of prostatic duct"	" KRT14, KRT5"	"Basal epithelial cell"	"CL:0002236"	"basal epithelial cell of prostatic duct"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1
563	"literature"	"Esophagus"	"COL6A3, COL6A1, NEGR1, DCN, COL1A1, FN1, S100A4, COL1A2, COL6A6, DDR2, COL5A2, COL6A3, COL6A2, FBLN1, FBN1"	"Fibroblast"	"stromal cell"	"fibroblast"	"CL:0000057"	" S100A4, FN1, COL6A1, FBLN1, COL1A2, COL6A3, DCN, DDR2, COL6A2, NEGR1, FBN1,COL6A3, COL6A6, COL5A2, COL1A1"	"Fibroblast"	"CL:0000057"	"fibroblast"	" COL6A1, FBN1, COL5A2, COL6A3, COL1A2, FBLN1, COL6A2, NEGR1, S100A4, FN1, COL1A1, DDR2"	"Fibroblast"	"CL:0000057"	"fibroblast"	" DDR2, S100A4,COL6A3, COL5A2, COL1A1, COL6A1, COL6A3, DCN, FBN1"	"Fibroblast"	"CL:0000057"	"fibroblast"	" FBLN1, DDR2, FN1, COL1A1, DCN, FBN1"	"Fibroblast"	"CL:0000057"	"fibroblast"	" COL1A1, DDR2, FBN1"	"Fibroblast"	"CL:0000057"	"fibroblast"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1
