"id"	"dataset"	"tissue"	"marker"	"manual_anno"	"manual_broadtype"	"old_manual_CLname"	"old_manual_CLID"	"marker_0"	"celltype_0_anno"	"celltype_0_CLID"	"celltype_0_CLname"	"marker_0.2"	"celltype_0.2_anno"	"celltype_0.2_CLID"	"celltype_0.2_CLname"	"marker_0.4"	"celltype_0.4_anno"	"celltype_0.4_CLID"	"celltype_0.4_CLname"	"marker_0.6"	"celltype_0.6_anno"	"celltype_0.6_CLID"	"celltype_0.6_CLname"	"marker_0.8"	"celltype_0.8_anno"	"celltype_0.8_CLID"	"celltype_0.8_CLname"	"celltype_0_broadtype"	"celltype_0_score"	"celltype_0.2_broadtype"	"celltype_0.2_score"	"celltype_0.4_broadtype"	"celltype_0.4_score"	"celltype_0.6_broadtype"	"celltype_0.6_score"	"celltype_0.8_broadtype"	"celltype_0.8_score"	"marker_1"	"celltype_1_anno"	"celltype_1_CLID"	"celltype_1_CLname"	"celltype_1_broadtype"	"celltype_1_score"
934	"tabulasapiens "	"Prostate"	"SPARCL1,VWF,PECAM1,CAVIN2,FLT1,KLF2,PLVAP,EGFL7,LIFR,CLEC14A"	"endothelial cell"	"Endothelial cell"	"endothelial cell"	"CL:0000115"	"SPARCL1,VWF,PECAM1,CAVIN2,FLT1,KLF2,PLVAP,EGFL7,LIFR,CLEC14A"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"SPARCL1,VWF,PECAM1,CAVIN2,FLT1,KLF2,PLVAP,EGFL7,LIFR,CLEC14A,ADAM2,ENSG00000250032"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"SPARCL1,VWF,PECAM1,CAVIN2,FLT1,KLF2,PLVAP,EGFL7,LIFR,CLEC14A,ENSG00000304323,ENSG00000233575,ENSG00000261778,SNORD4B"	"endothelial cells"	"CL:1001572"	"colon endothelial cell"	"SPARCL1,VWF,PECAM1,CAVIN2,FLT1,KLF2,PLVAP,EGFL7,LIFR,CLEC14A,ENSG00000266922,BMS1,AGA-DT,ENSG00000294929,ENSG00000304495,ENSG00000260586"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"SPARCL1,VWF,PECAM1,CAVIN2,FLT1,KLF2,PLVAP,EGFL7,LIFR,CLEC14A,YIPF3,SOX4,ENSG00000277684,MIR4776-2,ENSG00000279221,MTCYBP28,RNU6-317P,RAD1P2"	"endothelial cells"	"CL:1001572"	"colon endothelial cell"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"SPARCL1,VWF,PECAM1,CAVIN2,FLT1,KLF2,PLVAP,EGFL7,LIFR,CLEC14A,RPL29P34,RPL36AP4,SKP2,LRRC37A5P,MIR4450,ENSG00000282950,ENSG00000304203,LINC00652,CYP27B1,ENSG00000309502"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"endothelial cell"	1
935	"tabulasapiens "	"Prostate"	"RGS5,TAGLN,C11orf96,IGFBP7,SPARCL1,TPM2,IGFBP5,MYL9,MYH11,ACTA2"	"smooth muscle cell"	"Muscle cell"	"smooth muscle cell"	"CL:0000192"	"RGS5,TAGLN,C11orf96,IGFBP7,SPARCL1,TPM2,IGFBP5,MYL9,MYH11,ACTA2"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"RGS5,TAGLN,C11orf96,IGFBP7,SPARCL1,TPM2,IGFBP5,MYL9,MYH11,ACTA2,ENSG00000307062,TMEM225"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"RGS5,TAGLN,C11orf96,IGFBP7,SPARCL1,TPM2,IGFBP5,MYL9,MYH11,ACTA2,ENSG00000309303,ENSG00000310015,ENSG00000279863,ENSG00000275725"	"smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"RGS5,TAGLN,C11orf96,IGFBP7,SPARCL1,TPM2,IGFBP5,MYL9,MYH11,ACTA2,PLSCR5,KIF22,SNORA75,ZNF561-AS1,ENSG00000240519,ENSG00000305856"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"RGS5,TAGLN,C11orf96,IGFBP7,SPARCL1,TPM2,IGFBP5,MYL9,MYH11,ACTA2,ENSG00000279454,ENSG00000295388,RAD21L1,ENSG00000310269,TFDP2,SLC16A1-AS1,MEAF6,LACRT"	"smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"muscle cell"	1	"muscle cell"	1	"muscle cell"	1	"muscle cell"	1	"muscle cell"	1	"RGS5,TAGLN,C11orf96,IGFBP7,SPARCL1,TPM2,IGFBP5,MYL9,MYH11,ACTA2,MIR3914-1,ENSG00000270593,ENSG00000303818,ENSG00000304290,COL9A3,ENSG00000303112,IL9RP1,FKBP10,TMEM256P1,ENSG00000236449"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"muscle cell"	1
936	"tabulasapiens "	"Prostate"	"AJ009632.2,CDH19,FP671120.5,ATP13A5,MTRNR2L10,AP000763.2,MTRNR2L8,MTCO1P2,AL512646.1,MTND4P12"	"stromal cell"	"Stromal cell"	"stromal cell"	"CL:0000499"	"AJ009632.2,CDH19,FP671120.5,ATP13A5,MTRNR2L10,AP000763.2,MTRNR2L8,MTCO1P2,AL512646.1,MTND4P12"	"unknown"	"CL:0000747"	"cyanophore"	"AJ009632.2,CDH19,FP671120.5,ATP13A5,MTRNR2L10,AP000763.2,MTRNR2L8,MTCO1P2,AL512646.1,MTND4P12,ENSG00000294031,TRIM53AP"	"unknown"	"CL:0000747"	"cyanophore"	"AJ009632.2,CDH19,FP671120.5,ATP13A5,MTRNR2L10,AP000763.2,MTRNR2L8,MTCO1P2,AL512646.1,MTND4P12,ENSG00000287306,HNRNPA1P52,OR1A1,ENSG00000289138"	"unknown"	"CL:0000747"	"cyanophore"	"AJ009632.2,CDH19,FP671120.5,ATP13A5,MTRNR2L10,AP000763.2,MTRNR2L8,MTCO1P2,AL512646.1,MTND4P12,PURA,ENSG00000216775,OR5T2,TMC3,ABCF2,AHSA2P"	"unknown"	"CL:0000747"	"cyanophore"	"AJ009632.2,CDH19,FP671120.5,ATP13A5,MTRNR2L10,AP000763.2,MTRNR2L8,MTCO1P2,AL512646.1,MTND4P12,CELSR2,HEATR5B,P4HB,U6,EMC1-AS1,EPHA2-AS1,ENSG00000296071,NUP153-AS1"	"unknown"	"CL:0000747"	"cyanophore"	"unknown → unknown"	0	"unknown → unknown"	0	"unknown → unknown"	0	"unknown → unknown"	0	"unknown → unknown"	0	"AJ009632.2,CDH19,FP671120.5,ATP13A5,MTRNR2L10,AP000763.2,MTRNR2L8,MTCO1P2,AL512646.1,MTND4P12,GALR2,ENSG00000280397,SPSB1,DUSP13B,PWWP2AP1,FAM66D,GPN3,HELZ-AS1,ENSG00000295123,AGTPBP1"	"unknown"	"CL:0000747"	"cyanophore"	"unknown → unknown"	0
937	"tabulasapiens "	"Prostate"	"RF00017-30,RF00012-18,AL512646.1,TMEM52B,FP671120.5,HSPA7,FCGR2C,FTH1P20,AC009226.1,CD68"	"monocyte"	"Myeloid cell"	"monocyte"	"CL:0000576"	"RF00017-30,RF00012-18,AL512646.1,TMEM52B,FP671120.5,HSPA7,FCGR2C,FTH1P20,AC009226.1,CD68"	"unknown"	"CL:0000747"	"cyanophore"	"RF00017-30,RF00012-18,AL512646.1,TMEM52B,FP671120.5,HSPA7,FCGR2C,FTH1P20,AC009226.1,CD68,LINC03040,SHROOM4"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	"RF00017-30,RF00012-18,AL512646.1,TMEM52B,FP671120.5,HSPA7,FCGR2C,FTH1P20,AC009226.1,CD68,NPEPPSP1,ENSG00000298634,ZNF444,ENSG00000259468"	"unknown"	"CL:0000747"	"cyanophore"	"RF00017-30,RF00012-18,AL512646.1,TMEM52B,FP671120.5,HSPA7,FCGR2C,FTH1P20,AC009226.1,CD68,ENSG00000310131,INMT,SLC24A3-AS1,LINC01765,ARL2-SNX15,ZBTB44"	"unknown"	"CL:0000747"	"cyanophore"	"RF00017-30,RF00012-18,AL512646.1,TMEM52B,FP671120.5,HSPA7,FCGR2C,FTH1P20,AC009226.1,CD68,ENSG00000262410,SUMO1P4,ENSG00000309060,CSTL1,RNU6-650P,ENSG00000256364,RNU7-53P,ENSG00000279825"	"unknown"	"CL:0000747"	"cyanophore"	"unknown → unknown"	0	"myeloid cell"	1	"unknown → unknown"	0	"unknown → unknown"	0	"unknown → unknown"	0	"RF00017-30,RF00012-18,AL512646.1,TMEM52B,FP671120.5,HSPA7,FCGR2C,FTH1P20,AC009226.1,CD68,ENSG00000297561,ENSG00000287439,SNURF,ENSG00000308241,USP41P,PNISR,ENSG00000306308,ENSG00000295203,ENSG00000300896,DDAH2"	"unknown"	"CL:0000747"	"cyanophore"	"unknown → unknown"	0
938	"tabulasapiens "	"Prostate"	"IL7R,KLRD1,CD2,CD3E,IKZF1,CCL5,CD3G,CD3D,CD8A,PTPRC"	"t cell"	"lymphoid cell"	"T cell"	"CL:0000084"	"IL7R,KLRD1,CD2,CD3E,IKZF1,CCL5,CD3G,CD3D,CD8A,PTPRC"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"IL7R,KLRD1,CD2,CD3E,IKZF1,CCL5,CD3G,CD3D,CD8A,PTPRC,EMSLR,ENSG00000236366"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"IL7R,KLRD1,CD2,CD3E,IKZF1,CCL5,CD3G,CD3D,CD8A,PTPRC,IL1R1-AS1,ENSG00000304307,GLB1L2,LINC01556"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"IL7R,KLRD1,CD2,CD3E,IKZF1,CCL5,CD3G,CD3D,CD8A,PTPRC,ENSG00000258254,ENSG00000228345,ENSG00000278068,NENFP1,CBY1P1,UFM1P3"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"IL7R,KLRD1,CD2,CD3E,IKZF1,CCL5,CD3G,CD3D,CD8A,PTPRC,ENSG00000290551,ENSG00000297481,HSPD1P10,TBC1D5,RN7SKP275,YY1,ENSG00000289073,GJA9"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"IL7R,KLRD1,CD2,CD3E,IKZF1,CCL5,CD3G,CD3D,CD8A,PTPRC,GPR15,ENSG00000251143,ENSG00000302653,ENSG00000303165,ENSG00000299598,ENSG00000302238,HLA-DRA,MUC19,ENSG00000245768,ENSG00000301139"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"t/nk cell"	1
939	"tabulasapiens "	"Prostate"	"SCGB3A1,PSCA,ELF3,RARRES1,OLFM4,PIGR,AZGP1,GNPTAB,MEIS2,AQP3"	"club cell of prostate epithelium"	"Epithelial cell"	"club-like cell of the urethral epithelium"	"CL:4032000"	"SCGB3A1,PSCA,ELF3,RARRES1,OLFM4,PIGR,AZGP1,GNPTAB,MEIS2,AQP3"	"Hillock cells"	"CL:4030024"	"hillock cell"	"SCGB3A1,PSCA,ELF3,RARRES1,OLFM4,PIGR,AZGP1,GNPTAB,MEIS2,AQP3,ENSG00000296642,ENSG00000302028"	"Secretory epithelial cells"	"CL:1100001"	"secretory epithelial cell"	"SCGB3A1,PSCA,ELF3,RARRES1,OLFM4,PIGR,AZGP1,GNPTAB,MEIS2,AQP3,ENSG00000149656,IGLC5,RNU6-930P,ENSG00000302140"	"secretory epithelial cells"	"CL:1100001"	"secretory epithelial cell"	"SCGB3A1,PSCA,ELF3,RARRES1,OLFM4,PIGR,AZGP1,GNPTAB,MEIS2,AQP3,BANF1P4,PSMA2,ENSG00000302855,RNU6-635P,ENSG00000303047,MEMO1P5"	"Secretory epithelial cells"	"CL:1100001"	"secretory epithelial cell"	"SCGB3A1,PSCA,ELF3,RARRES1,OLFM4,PIGR,AZGP1,GNPTAB,MEIS2,AQP3,ENSG00000291301,RNA5SP473,ENSG00000284964,RNU6-1305P,ENSG00000287445,YPEL5P1,MRPL22P1,ENSG00000254983"	"secretory epithelial cells"	"CL:1100001"	"secretory epithelial cell"	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5	"SCGB3A1,PSCA,ELF3,RARRES1,OLFM4,PIGR,AZGP1,GNPTAB,MEIS2,AQP3,ENSG00000303492,ENSG00000289178,KCNIP4-IT1,IGHVIII-22-2,STAT1,ENSG00000307347,ENSG00000299695,DNAJB12P1,ENSG00000307118,FOXJ2"	"Club cells"	"CL:0000158"	"club cell"	"epithelial cell"	1
940	"tabulasapiens "	"Prostate"	"S100A12,FCGR3B,PROK2,CMTM2,CR1,CXCR1,MCEMP1,ALPL,MTND5P32,FPR2"	"neutrophil"	"Myeloid cell"	"neutrophil"	"CL:0000775"	"S100A12,FCGR3B,PROK2,CMTM2,CR1,CXCR1,MCEMP1,ALPL,MTND5P32,FPR2"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"S100A12,FCGR3B,PROK2,CMTM2,CR1,CXCR1,MCEMP1,ALPL,MTND5P32,FPR2,ENSG00000302489,KRT8P19"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"S100A12,FCGR3B,PROK2,CMTM2,CR1,CXCR1,MCEMP1,ALPL,MTND5P32,FPR2,TMEM241,ENSG00000267682,ENSG00000287026,RAC1P3"	"neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"S100A12,FCGR3B,PROK2,CMTM2,CR1,CXCR1,MCEMP1,ALPL,MTND5P32,FPR2,ENSG00000246308,ENSG00000303532,ENSG00000283761,IGHV5-51,VRK3,ENSG00000257404"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"S100A12,FCGR3B,PROK2,CMTM2,CR1,CXCR1,MCEMP1,ALPL,MTND5P32,FPR2,ENSG00000300266,OR6K5P,ENSG00000302077,ENSG00000254222,ENSG00000294709,ENSG00000310214,STK24-AS1,SLC26A11"	"neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"S100A12,FCGR3B,PROK2,CMTM2,CR1,CXCR1,MCEMP1,ALPL,MTND5P32,FPR2,ENSG00000226438,U6,IL20RB-AS1,MIR4675,ENSG00000287456,ZNF876P,CHIA,ENSG00000298025,ENSG00000301944,ENSG00000301467"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"myeloid cell"	1
941	"tabulasapiens "	"Prostate"	"HLA-DPB1,C1QB,C1QA,HLA-DRA,C1QC,HLA-DPA1,TYROBP,HLA-DRB1,MS4A6A,CD163"	"myeloid cell"	"myeloid cell"	"myeloid cell"	"CL:0000763"	"HLA-DPB1,C1QB,C1QA,HLA-DRA,C1QC,HLA-DPA1,TYROBP,HLA-DRB1,MS4A6A,CD163"	"Macrophages"	"CL:1001603"	"lung macrophage"	"HLA-DPB1,C1QB,C1QA,HLA-DRA,C1QC,HLA-DPA1,TYROBP,HLA-DRB1,MS4A6A,CD163,ENSG00000303247,SVIL"	"Macrophages"	"CL:1001603"	"lung macrophage"	"HLA-DPB1,C1QB,C1QA,HLA-DRA,C1QC,HLA-DPA1,TYROBP,HLA-DRB1,MS4A6A,CD163,SNORD116-13,SORD,ENSG00000250164,PLA2G4C-AS1"	"macrophages"	"CL:1001603"	"lung macrophage"	"HLA-DPB1,C1QB,C1QA,HLA-DRA,C1QC,HLA-DPA1,TYROBP,HLA-DRB1,MS4A6A,CD163,ENSG00000236505,FBXW11,ENSG00000284739,PCYOX1L,ENSG00000265948,ENSG00000296322"	"Macrophages"	"CL:1001603"	"lung macrophage"	"HLA-DPB1,C1QB,C1QA,HLA-DRA,C1QC,HLA-DPA1,TYROBP,HLA-DRB1,MS4A6A,CD163,ENSG00000261691,RNU4-34P,ENSG00000308699,ENSG00000298887,USP9YP33,FKBP4P2,HMGN1P35,ADGRD1"	"macrophages"	"CL:1001603"	"lung macrophage"	"myeloid cell"	0.5	"myeloid cell"	0.5	"myeloid cell"	0.5	"myeloid cell"	0.5	"myeloid cell"	0.5	"HLA-DPB1,C1QB,C1QA,HLA-DRA,C1QC,HLA-DPA1,TYROBP,HLA-DRB1,MS4A6A,CD163,MIR5003,ENSG00000302449,MRPS26,AKIRIN1,SNORD115-15,ENSG00000301771,ENSG00000299594,TRBJ2-2,LINC02542,ENSG00000293870"	"Macrophages"	"CL:1001603"	"lung macrophage"	"myeloid cell"	0.5
942	"tabulasapiens "	"Prostate"	"KRT13,DHRS2,AKR1C2,TMPRSS4,CLCA4,HPGD,SLC14A1,TRIM31,C10orf99,MUC4"	"hillock cell of prostate epithelium"	"Epithelial cell"	NA	NA	"KRT13,DHRS2,AKR1C2,TMPRSS4,CLCA4,HPGD,SLC14A1,TRIM31,C10orf99,MUC4"	"Club cells"	"CL:0000158"	"club cell"	"KRT13,DHRS2,AKR1C2,TMPRSS4,CLCA4,HPGD,SLC14A1,TRIM31,C10orf99,MUC4,ENSG00000229962,SSH2"	"Club cells"	"CL:0000158"	"club cell"	"KRT13,DHRS2,AKR1C2,TMPRSS4,CLCA4,HPGD,SLC14A1,TRIM31,C10orf99,MUC4,ENSG00000287937,ENSG00000309832,FAM246A,ENSG00000235772"	"club cells"	"CL:0000158"	"club cell"	"KRT13,DHRS2,AKR1C2,TMPRSS4,CLCA4,HPGD,SLC14A1,TRIM31,C10orf99,MUC4,ENSG00000295868,NF1P2,TBPL1,ENSG00000306178,TOMM40P4,VN1R37P"	"Urothelial cells"	"CL:0000731"	"urothelial cell"	"KRT13,DHRS2,AKR1C2,TMPRSS4,CLCA4,HPGD,SLC14A1,TRIM31,C10orf99,MUC4,ENSG00000231015,MACROD2-AS1,DBIL5P2,FN3KRP,RN7SL713P,ENSG00000305588,ENSG00000269068,ENSG00000259111"	"urothelial cells"	"CL:0000731"	"urothelial cell"	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5	"KRT13,DHRS2,AKR1C2,TMPRSS4,CLCA4,HPGD,SLC14A1,TRIM31,C10orf99,MUC4,ENSG00000250027,ENSG00000308131,HMGN2P10,UBBP3,ENSG00000279537,KRT18P53,ENSG00000294886,ENSG00000304348,ENSG00000287900,NUDT15"	"Urothelial cells"	"CL:0000731"	"urothelial cell"	"epithelial cell"	0.5
943	"tabulasapiens "	"Prostate"	"CRISP3,GSTM1,ZNF883,AP002381.2,C15orf48,UBAC2-AS1,LINC01085,LINC02387,TMEM253,CLDN2"	"sperm"	"Germ cell"	"sperm"	"CL:0000019"	"CRISP3,GSTM1,ZNF883,AP002381.2,C15orf48,UBAC2-AS1,LINC01085,LINC02387,TMEM253,CLDN2"	"unknown"	"CL:0000747"	"cyanophore"	"CRISP3,GSTM1,ZNF883,AP002381.2,C15orf48,UBAC2-AS1,LINC01085,LINC02387,TMEM253,CLDN2,ENSG00000259523,TICAM1"	"Secretory epithelial cells"	"CL:1100001"	"secretory epithelial cell"	"CRISP3,GSTM1,ZNF883,AP002381.2,C15orf48,UBAC2-AS1,LINC01085,LINC02387,TMEM253,CLDN2,LINC01949,ENSG00000304206,ENSG00000310325,ENSG00000260593"	"unknown"	"CL:0000747"	"cyanophore"	"CRISP3,GSTM1,ZNF883,AP002381.2,C15orf48,UBAC2-AS1,LINC01085,LINC02387,TMEM253,CLDN2,HSPA8P18,ENSG00000305396,SLC30A1,MIR8066,RNA5SP166,RNU6-629P"	"unknown"	"CL:0000747"	"cyanophore"	"CRISP3,GSTM1,ZNF883,AP002381.2,C15orf48,UBAC2-AS1,LINC01085,LINC02387,TMEM253,CLDN2,PGBD5,ENSG00000305440,ENSG00000279734,LRRC37A2,EPYC,RNU2-13P,UPK2,ENSG00000299294"	"unknown"	"CL:0000747"	"cyanophore"	"unknown → unknown"	0	"epithelial cell"	0	"unknown → unknown"	0	"unknown → unknown"	0	"unknown → unknown"	0	"CRISP3,GSTM1,ZNF883,AP002381.2,C15orf48,UBAC2-AS1,LINC01085,LINC02387,TMEM253,CLDN2,MGAT2,RAI1-AS1,TAS2R8,ENSG00000264829,ANKRD19P,ENSG00000288524,ENPP2,HAT1,LINC00331,ENSG00000300913"	"unknown"	"CL:0000747"	"cyanophore"	"unknown → unknown"	0
944	"tabulasapiens "	"Prostate"	"TPSB2,TPSAB1,CPA3,MS4A2,AL157895.1,CDK15,SIGLEC6,TPSD1,TLDC2,HDC"	"mast cell"	"Immune cell"	"mast cell"	"CL:0000097"	"TPSB2,TPSAB1,CPA3,MS4A2,AL157895.1,CDK15,SIGLEC6,TPSD1,TLDC2,HDC"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	"TPSB2,TPSAB1,CPA3,MS4A2,AL157895.1,CDK15,SIGLEC6,TPSD1,TLDC2,HDC,ENSG00000234451,ENSG00000298727"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	"TPSB2,TPSAB1,CPA3,MS4A2,AL157895.1,CDK15,SIGLEC6,TPSD1,TLDC2,HDC,FAM133DP,ENSG00000235158,ENSG00000265401,VWA8-AS1"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	"TPSB2,TPSAB1,CPA3,MS4A2,AL157895.1,CDK15,SIGLEC6,TPSD1,TLDC2,HDC,RN7SL138P,MYH1,RABEPKP1,OR51G1,ENSG00000307536,RNU6-236P"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	"TPSB2,TPSAB1,CPA3,MS4A2,AL157895.1,CDK15,SIGLEC6,TPSD1,TLDC2,HDC,ENSG00000297523,ENSG00000276698,CLCN4,HEY1,ENSG00000285696,HMGB3P14,ENSG00000260197,U3"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"TPSB2,TPSAB1,CPA3,MS4A2,AL157895.1,CDK15,SIGLEC6,TPSD1,TLDC2,HDC,ENSG00000297773,ENSG00000300192,ENSG00000276266,ENSG00000255585,TRMT112,ENSG00000301452,HNRNPH3P1,ENSG00000301433,RNU4-4P,RNA5S17"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	"myeloid cell"	1
945	"tabulasapiens "	"Salivary Gland"	"AC006518.7,AQP5,AMY2B,S100A1,PRR4,LPO,PIP,FAM3D,TESC,PRB4"	"acinar cell of salivary gland"	"Epithelial cell"	"acinar cell of salivary gland"	"CL:0002623"	"AC006518.7,AQP5,AMY2B,S100A1,PRR4,LPO,PIP,FAM3D,TESC,PRB4"	"Acinar cells"	"CL:0000622"	"acinar cell"	"AC006518.7,AQP5,AMY2B,S100A1,PRR4,LPO,PIP,FAM3D,TESC,PRB4,LINC02261,ENSG00000229512"	"Acinar cells"	"CL:0000622"	"acinar cell"	"AC006518.7,AQP5,AMY2B,S100A1,PRR4,LPO,PIP,FAM3D,TESC,PRB4,ARPC3P3,OR6C64P,ENSG00000286128,RN7SKP275"	"Acinar cells"	"CL:0000622"	"acinar cell"	"AC006518.7,AQP5,AMY2B,S100A1,PRR4,LPO,PIP,FAM3D,TESC,PRB4,PALMD,MUC20-OT1,ENSG00000308406,RPL31P35,ENSG00000297286,NR1I3"	"Acinar cells"	"CL:0000622"	"acinar cell"	"AC006518.7,AQP5,AMY2B,S100A1,PRR4,LPO,PIP,FAM3D,TESC,PRB4,RHOB,ENSG00000250914,ENSG00000242590,CDC14B,RPL23AP89,CP,LINC01419,TMTC3"	"Acinar cells"	"CL:0000622"	"acinar cell"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"AC006518.7,AQP5,AMY2B,S100A1,PRR4,LPO,PIP,FAM3D,TESC,PRB4,ENSG00000294783,ENSG00000300890,CRIP1P2,ENSG00000230159,MIR4525,NPC1L1,ENSG00000296157,EEF1A1P33,USP12-AS1,ABHD16A"	"Acinar cells"	"CL:0000622"	"acinar cell"	"epithelial cell"	1
946	"tabulasapiens "	"Salivary Gland"	"IGHM,IGHD,AL139020.1,CD79A,MS4A1,CD37,HLA-DRA,HLA-DQB1,CD79B,CD52"	"naive b cell"	"B cell"	"naive B cell"	"CL:0000788"	"IGHM,IGHD,AL139020.1,CD79A,MS4A1,CD37,HLA-DRA,HLA-DQB1,CD79B,CD52"	"B cells"	"CL:0000822"	"B-2 B cell"	"IGHM,IGHD,AL139020.1,CD79A,MS4A1,CD37,HLA-DRA,HLA-DQB1,CD79B,CD52,SLC37A1,ATP5MFP4"	"B cells"	"CL:0000822"	"B-2 B cell"	"IGHM,IGHD,AL139020.1,CD79A,MS4A1,CD37,HLA-DRA,HLA-DQB1,CD79B,CD52,ENSG00000293736,ENSG00000287058,ENSG00000295880,MCPH1"	"B cells"	"CL:0000822"	"B-2 B cell"	"IGHM,IGHD,AL139020.1,CD79A,MS4A1,CD37,HLA-DRA,HLA-DQB1,CD79B,CD52,ENSG00000280604,ENSG00000231487,ENSG00000305579,ENSG00000310395,ENSG00000285855,ENSG00000301788"	"B cells"	"CL:0000822"	"B-2 B cell"	"IGHM,IGHD,AL139020.1,CD79A,MS4A1,CD37,HLA-DRA,HLA-DQB1,CD79B,CD52,ENSG00000304720,ENSG00000309785,ENSG00000308668,ENSG00000296633,ZNF887P,SNORA72,ALDH1L1,RNU6-631P"	"B cells"	"CL:0000822"	"B-2 B cell"	"B cell"	1	"B cell"	1	"B cell"	1	"B cell"	1	"B cell"	1	"IGHM,IGHD,AL139020.1,CD79A,MS4A1,CD37,HLA-DRA,HLA-DQB1,CD79B,CD52,ENSG00000269506,AACSP1,ENSG00000303610,CTSL3P,SOBP,ERCC6,ENSG00000306714,ENSG00000222966,ENSG00000307741,ENSG00000259986"	"B cells"	"CL:0000822"	"B-2 B cell"	"B cell"	1
947	"tabulasapiens "	"Salivary Gland"	"MS4A1,CD79A,BANK1,HLA-DRA,CD52,TNFRSF13C,CD37,HLA-DQB1,CD74,HLA-DPB1"	"memory b cell"	"B cell"	"memory B cell"	"CL:0000787"	"MS4A1,CD79A,BANK1,HLA-DRA,CD52,TNFRSF13C,CD37,HLA-DQB1,CD74,HLA-DPB1"	"B cells"	"CL:0000822"	"B-2 B cell"	"MS4A1,CD79A,BANK1,HLA-DRA,CD52,TNFRSF13C,CD37,HLA-DQB1,CD74,HLA-DPB1,MEDAG,SFR1P1"	"B cells"	"CL:0000822"	"B-2 B cell"	"MS4A1,CD79A,BANK1,HLA-DRA,CD52,TNFRSF13C,CD37,HLA-DQB1,CD74,HLA-DPB1,ENSG00000292246,SYCE1L,NAB2,ENSG00000291243"	"B cells"	"CL:0000822"	"B-2 B cell"	"MS4A1,CD79A,BANK1,HLA-DRA,CD52,TNFRSF13C,CD37,HLA-DQB1,CD74,HLA-DPB1,DNAJB5,FAM171A2,ACSBG2,ENSG00000308498,IRX6,ENSG00000288715"	"B cells"	"CL:0000822"	"B-2 B cell"	"MS4A1,CD79A,BANK1,HLA-DRA,CD52,TNFRSF13C,CD37,HLA-DQB1,CD74,HLA-DPB1,ENSG00000259848,MIR95,Y_RNA,MIR483,ENSG00000278627,LINC02027,TP53TG3,RNF38"	"B cells"	"CL:0000822"	"B-2 B cell"	"B cell"	1	"B cell"	1	"B cell"	1	"B cell"	1	"B cell"	1	"MS4A1,CD79A,BANK1,HLA-DRA,CD52,TNFRSF13C,CD37,HLA-DQB1,CD74,HLA-DPB1,ENSG00000225537,CCR10,ENSG00000302071,ENSG00000301691,ENSG00000305116,ENSG00000271811,ENSG00000288679,ENSG00000276853,LINC01412,RNF169"	"B cells"	"CL:0000822"	"B-2 B cell"	"B cell"	1
